model_name,loss/dsc,loss/dsc_LV,loss/dsc_RV,loss/dsc_MYO,gen/anatomically_valid_recon
nvae,0.9082561731338501,0.9388591051101685,0.9036166667938232,0.8822928071022034,0.9798941016197205
vae,0.8823786377906799,0.9175403118133545,0.8734973073005676,0.8560983538627625,0.9211090803146362
