model_name,loss/dsc,loss/dsc_LV,loss/dsc_RV,loss/dsc_MYO,gen/anatomically_valid_recon
pc-4-ws-12840-b-0.5-lrf-0.005,0.9084075689315796,0.9352633953094482,0.9081199169158936,0.8818387389183044,0.9234375953674316
pc-4-ws-12840-b-0.5-lrf-0.01,0.9083794355392456,0.9332509636878967,0.9101912975311279,0.8816970586776733,0.9165401458740234
pc-4-ws-12840-b-0-lrf-0.1,0.9081091284751892,0.9408743977546692,0.9011083841323853,0.882344663143158,0.8727642297744751
pc-4-ws-12840-b-1-lrf-0.1,0.9078748822212219,0.9366781115531921,0.9037969708442688,0.883150577545166,0.9349133372306824
pc-4-ws-12840-b-0-lrf-0,0.9077717661857605,0.9384348392486572,0.900122880935669,0.8847585320472717,0.863304078578949
pc-4-ws-12840-b-0.5-lrf-0.0001,0.9076628088951111,0.9358878135681152,0.9056720733642578,0.8814291954040527,0.9171979427337646
pc-4-ws-12840-b-1-lrf-0.0001,0.9076206684112549,0.9351589679718018,0.9053581357002258,0.882344663143158,0.9484782218933105
pc-4-ws-12840-b-0-lrf-0.0005,0.9072641134262085,0.938325822353363,0.902855634689331,0.8806098699569702,0.87565016746521
pc-4-ws-12840-b-0-lrf-0.00001,0.9072592258453369,0.9389103055000305,0.8990492820739746,0.8838182091712952,0.8386794924736023
pc-4-ws-12840-b-0-lrf-0.001,0.906481146812439,0.9381579756736755,0.8985531330108643,0.8827325701713562,0.8990533351898193
pc-4-ws-12840-b-0-lrf-0.05,0.9060671925544739,0.9364078640937805,0.9029225707054138,0.8788699507713318,0.8433431386947632
pc-4-ws-12840-b-1-lrf-0,0.9060033559799194,0.938099205493927,0.8994274735450745,0.8804832696914673,0.9467324614524841
pc-4-ws-12840-b-1-lrf-0.001,0.9056804180145264,0.9337773323059082,0.9056181907653809,0.8776447176933289,0.9116365909576416
pc-4-ws-12840-b-0-lrf-0.01,0.9056233763694763,0.9387697577476501,0.8954950571060181,0.8826054334640503,0.9044179320335388
pc-4-ws-12840-b-0-lrf-0.0001,0.9055843353271484,0.9373830556869507,0.9012677073478699,0.8781024813652039,0.8366239070892334
pc-4-ws-12840-b-0.5-lrf-0.00001,0.9050453901290894,0.9334248900413513,0.9018483757972717,0.879862368106842,0.9004867076873779
pc-4-ws-12840-b-1-lrf-0.0005,0.9046657681465149,0.9340156316757202,0.9039151072502136,0.8760662078857422,0.9191038608551025
pc-4-ws-12840-b-0.5-lrf-0.1,0.9042946696281433,0.9344995021820068,0.8984754681587219,0.879909336566925,0.9300498366355896
pc-4-ws-12840-b-1-lrf-0.005,0.9035997986793518,0.9316765666007996,0.8995770812034607,0.8795456886291504,0.9166606068611145
pc-4-ws-12840-b-0.5-lrf-0.001,0.9025900959968567,0.9311926364898682,0.9009354114532471,0.8756422996520996,0.9191379547119141
pc-4-ws-12840-b-0.5-lrf-0,0.9023633003234863,0.9306304454803467,0.900504469871521,0.8759539723396301,0.8972291350364685
pc-4-ws-12840-b-0.5-lrf-0.05,0.9008391499519348,0.932895839214325,0.8940145373344421,0.8756073713302612,0.8658902645111084
pc-4-ws-12840-b-0-lrf-0.005,0.9004830121994019,0.9278161525726318,0.9016233086585999,0.8720098733901978,0.8141577839851379
pc-4-ws-12840-b-1-lrf-0.00001,0.9003830552101135,0.9337593913078308,0.8941377997398376,0.8732515573501587,0.9289921522140503
pc-4-ws-12840-b-1-lrf-0.05,0.8976514339447021,0.9270871877670288,0.8947969079017639,0.8710691928863525,0.9103937745094299
pc-4-ws-12840-b-0.5-lrf-0.0005,0.8964534997940063,0.9272922277450562,0.8903743028640747,0.8716932535171509,0.9117954969406128
pc-4-ws-12840-b-1-lrf-0.01,0.8592429161071777,0.8998924493789673,0.8498052358627319,0.8280308246612549,0.928235650062561
