model_name,gen/frds,gen/anatomically_valid,loss/dsc
b1-9-b2-10-b3-11,30.207942962646484,0.9377323389053345,0.9620885252952576
b1-8-b2-9-b3-10,33.1739387512207,0.9581784605979919,0.9641076922416687
b1-10-b2-10-b3-11,34.31262969970703,0.9433085322380066,0.9597817063331604
b1-8-b2-8-b3-11,36.64515686035156,0.952602207660675,0.9635615348815918
b1-8-b2-9-b3-11,37.04118728637695,0.928438663482666,0.9632893800735474
b1-11-b2-8-b3-10,40.24083709716797,0.9507434964179993,0.9592969417572021
b1-11-b2-8-b3-8,40.320106506347656,0.9423791766166687,0.9604596495628357
b1-8-b2-10-b3-11,41.605873107910156,0.9563196897506714,0.9626923203468323
b1-9-b2-9-b3-8,42.26816177368164,0.8671003580093384,0.9595367312431335
b1-11-b2-8-b3-9,43.100502014160156,0.9591078162193298,0.9580392241477966
b1-8-b2-11-b3-11,45.035160064697266,0.9423791766166687,0.9624263048171997
b1-8-b2-8-b3-9,46.134315490722656,0.9581784605979919,0.963897705078125
b1-8-b2-11-b3-9,47.35065841674805,0.9312267899513245,0.9618403315544128
b1-10-b2-11-b3-10,47.482627868652344,0.9581784605979919,0.9601942896842957
b1-11-b2-10-b3-11,47.5999870300293,0.964684009552002,0.9598358273506165
b1-9-b2-9-b3-10,47.73902893066406,0.9479553699493408,0.960484504699707
b1-9-b2-9-b3-9,48.455223083496094,0.9591078162193298,0.9623256325721741
b1-11-b2-9-b3-10,49.00783157348633,0.9581784605979919,0.9574620127677917
b1-10-b2-9-b3-8,50.3984375,0.9451673030853271,0.959758996963501
b1-10-b2-8-b3-9,50.431758880615234,0.9507434964179993,0.9601349830627441
b1-9-b2-9-b3-11,50.88812255859375,0.9721189737319946,0.9625825881958008
b1-8-b2-8-b3-10,51.63876724243164,0.964684009552002,0.9633070826530457
b1-8-b2-11-b3-8,51.871498107910156,0.9451673030853271,0.9619321227073669
b1-10-b2-9-b3-11,51.92887878417969,0.9442379474639893,0.9586317539215088
b1-11-b2-10-b3-10,52.73416519165039,0.9618958830833435,0.959338903427124
b1-10-b2-10-b3-10,53.36695098876953,0.9553903341293335,0.9595992565155029
b1-9-b2-11-b3-11,53.75749969482422,0.9498141407966614,0.9613896012306213
b1-11-b2-9-b3-9,54.08722686767578,0.9581784605979919,0.9575107097625732
b1-8-b2-9-b3-8,54.46368408203125,0.9414498209953308,0.9631794691085815
b1-10-b2-11-b3-11,54.652000427246094,0.9684014916419983,0.9606453776359558
b1-9-b2-10-b3-9,54.879852294921875,0.9498141407966614,0.96089768409729
b1-8-b2-10-b3-9,54.94483184814453,0.9535316228866577,0.9627675414085388
b1-10-b2-9-b3-10,55.77885818481445,0.9498141407966614,0.9616436958312988
b1-11-b2-9-b3-11,56.19527053833008,0.9591078162193298,0.959432065486908
b1-10-b2-10-b3-9,56.8039436340332,0.9516728520393372,0.9580865502357483
b1-9-b2-11-b3-9,57.02280807495117,0.8624535202980042,0.9591496586799622
b1-8-b2-9-b3-9,57.87617492675781,0.9488847851753235,0.962787389755249
b1-8-b2-10-b3-8,58.04511642456055,0.8912639617919922,0.9619833827018738
b1-9-b2-11-b3-8,58.306732177734375,0.9321561455726624,0.9598147869110107
b1-8-b2-8-b3-8,59.50595474243164,0.9405204653739929,0.962522029876709
b1-11-b2-11-b3-10,59.90732955932617,0.9721189737319946,0.9586160182952881
b1-10-b2-9-b3-9,60.96627426147461,0.9721189737319946,0.9604097604751587
b1-11-b2-10-b3-8,62.71246337890625,0.9340148568153381,0.9573830366134644
b1-10-b2-8-b3-11,63.23011779785156,0.9470260143280029,0.95980304479599
b1-11-b2-11-b3-11,63.23887252807617,0.9535316228866577,0.9572585821151733
b1-8-b2-10-b3-10,64.02130889892578,0.9414498209953308,0.9619764685630798
b1-11-b2-8-b3-11,66.33155059814453,0.9414498209953308,0.9569031596183777
b1-11-b2-11-b3-9,66.75090789794922,0.9377323389053345,0.9566327929496765
b1-10-b2-11-b3-9,66.99047088623047,0.9154275059700012,0.9594953656196594
b1-9-b2-11-b3-10,67.20445251464844,0.9423791766166687,0.9618512392044067
b1-8-b2-11-b3-10,67.272216796875,0.9553903341293335,0.9626094102859497
b1-9-b2-8-b3-11,68.74314880371094,0.9358736276626587,0.9615792632102966
b1-9-b2-8-b3-8,74.03401947021484,0.9377323389053345,0.95829176902771
b1-11-b2-10-b3-9,74.28607177734375,0.9377323389053345,0.9540480375289917
b1-9-b2-10-b3-10,75.08271789550781,0.9451673030853271,0.9619244933128357
b1-9-b2-8-b3-9,77.516357421875,0.9498141407966614,0.9595428705215454
b1-10-b2-11-b3-8,78.60366821289062,0.9144981503486633,0.9586921334266663
b1-11-b2-9-b3-8,79.23626708984375,0.9144981503486633,0.9510642886161804
b1-10-b2-8-b3-10,82.75675964355469,0.9200743436813354,0.9590706825256348
b1-9-b2-8-b3-10,87.12026977539062,0.952602207660675,0.9616023302078247
b1-9-b2-10-b3-8,89.70274353027344,0.9302973747253418,0.958460807800293
b1-10-b2-10-b3-8,98.07365417480469,0.928438663482666,0.9572398662567139
b1-11-b2-11-b3-8,105.52411651611328,0.9126393795013428,0.9560672640800476
b1-10-b2-8-b3-8,114.15646362304688,0.9200743436813354,0.9573955535888672
