model_name,fid,test_recon_loss
pc-16-ws-5350-b0-1000-b1-1000-b2-10000,11.477267265319824,5291.15283203125
pc-16-ws-5350-b0-250-b1-250-b2-10000,11.631073951721191,2656.544921875
pc-16-ws-5350-b0-1000-b1-1000-b2-2500,11.705227851867676,5347.63525390625
pc-16-ws-5350-b0-250-b1-250-b2-2500,12.393680572509766,2655.995361328125
pc-16-ws-5350-b0-50-b1-50-b2-10000,12.433737754821777,1340.9703369140625
pc-16-ws-5350-b0-5000-b1-1000-b2-10000,12.937487602233887,5545.7353515625
pc-16-ws-5350-b0-250-b1-250-b2-500,13.1325044631958,2677.821533203125
pc-16-ws-5350-b0-50-b1-50-b2-2500,13.940671920776367,1333.2071533203125
pc-16-ws-5350-b0-5000-b1-5000-b2-2500,14.294906616210938,8700.1650390625
pc-16-ws-5350-b0-50-b1-50-b2-500,14.604509353637695,1339.6961669921875
pc-16-ws-5350-b0-1000-b1-250-b2-10000,14.999466896057129,2747.814208984375
pc-16-ws-5350-b0-5000-b1-250-b2-500,15.013956069946289,2858.74951171875
pc-16-ws-5350-b0-5000-b1-250-b2-2500,15.277990341186523,2809.015380859375
pc-16-ws-5350-b0-1000-b1-250-b2-2500,15.58261775970459,2754.783935546875
pc-16-ws-5350-b0-1000-b1-250-b2-500,15.769868850708008,2816.29052734375
pc-16-ws-5350-b0-1000-b1-5000-b2-500,16.02115821838379,4090.262939453125
pc-16-ws-5350-b0-1000-b1-5000-b2-2500,16.296838760375977,5933.0517578125
pc-16-ws-5350-b0-5000-b1-5000-b2-500,16.43333625793457,4087.8388671875
pc-16-ws-5350-b0-5000-b1-1000-b2-500,16.949506759643555,4116.42822265625
pc-16-ws-5350-b0-250-b1-1000-b2-500,17.051231384277344,3043.31982421875
pc-16-ws-5350-b0-1000-b1-5000-b2-10000,17.98556137084961,6157.30419921875
pc-16-ws-5350-b0-1000-b1-1000-b2-500,18.17702865600586,4070.223876953125
pc-16-ws-5350-b0-250-b1-1000-b2-10000,19.89569854736328,3011.15771484375
pc-16-ws-5350-b0-250-b1-5000-b2-10000,20.00762367248535,3106.70947265625
pc-16-ws-5350-b0-250-b1-50-b2-10000,20.674705505371094,1396.7440185546875
pc-16-ws-5350-b0-250-b1-50-b2-500,20.695114135742188,1384.608154296875
pc-16-ws-5350-b0-250-b1-5000-b2-500,20.73346519470215,3011.41162109375
pc-16-ws-5350-b0-250-b1-1000-b2-2500,21.145015716552734,3037.798828125
pc-16-ws-5350-b0-1000-b1-50-b2-2500,21.177209854125977,1427.0556640625
pc-16-ws-5350-b0-250-b1-5000-b2-2500,21.516128540039062,3056.5869140625
pc-16-ws-5350-b0-50-b1-5000-b2-500,21.532451629638672,1419.8388671875
pc-16-ws-5350-b0-250-b1-50-b2-2500,21.58628273010254,1388.5264892578125
pc-16-ws-5350-b0-5000-b1-50-b2-500,21.64457130432129,1509.7569580078125
pc-16-ws-5350-b0-50-b1-250-b2-500,21.77293586730957,1443.877197265625
pc-16-ws-5350-b0-50-b1-5000-b2-10000,21.840486526489258,1414.633544921875
pc-16-ws-5350-b0-50-b1-1000-b2-2500,22.03891944885254,1426.7449951171875
pc-16-ws-5350-b0-5000-b1-50-b2-2500,22.6083927154541,1506.765869140625
pc-16-ws-5350-b0-50-b1-250-b2-2500,22.667211532592773,1394.2796630859375
pc-16-ws-5350-b0-1000-b1-50-b2-500,23.005781173706055,1409.164306640625
pc-16-ws-5350-b0-50-b1-1000-b2-500,23.110170364379883,1419.4425048828125
pc-16-ws-5350-b0-50-b1-1000-b2-10000,23.148296356201172,1418.1002197265625
pc-16-ws-5350-b0-1000-b1-50-b2-10000,23.59394645690918,1411.0509033203125
pc-16-ws-5350-b0-50-b1-5000-b2-2500,23.92860984802246,1404.87890625
pc-16-ws-5350-b0-50-b1-250-b2-10000,24.89789581298828,1422.61767578125
pc-16-ws-5350-b0-5000-b1-50-b2-10000,25.546932220458984,1456.700927734375
pc-16-ws-5350-b0-5000-b1-250-b2-10000,26.86390495300293,14624.126953125
pc-16-ws-5350-b0-5000-b1-5000-b2-10000,30.078550338745117,15163.849609375
pc-16-ws-5350-b0-5000-b1-1000-b2-2500,40.54747772216797,15805.609375
