dice_score,anatomical_validity
0.9700109362602234,0.8
0.9541671276092529,0.9
0.9470362067222595,1.0
0.8354923725128174,0.75
0.944358229637146,1.0
0.9319230914115906,1.0
0.9526988863945007,0.8888888888888888
0.7047249674797058,0.7777777777777778
0.9163280725479126,0.9
0.775321364402771,0.9
0.9524964094161987,1.0
0.9575741291046143,1.0
0.9427340626716614,0.8888888888888888
0.9109183549880981,0.8888888888888888
0.9581723213195801,1.0
0.7622272968292236,0.7
0.9701483845710754,1.0
0.9427098035812378,1.0
0.9529479146003723,1.0
0.8935791254043579,0.8888888888888888
0.9037588238716125,1.0
0.9140461087226868,1.0
0.9446471929550171,1.0
0.9127429723739624,0.7
0.9665989875793457,1.0
0.9575182795524597,1.0
0.9385833144187927,1.0
0.8208602666854858,0.9090909090909091
0.958790123462677,1.0
0.9405542016029358,0.9
0.9461005330085754,1.0
0.910315215587616,0.7
0.9751578569412231,1.0
0.9665533304214478,1.0
0.9609586000442505,1.0
0.9537900686264038,1.0
0.9571138620376587,0.9411764705882353
0.9374856352806091,0.8235294117647058
0.9433100819587708,1.0
0.9127941727638245,0.8888888888888888
0.9581279754638672,1.0
0.876372754573822,0.625
0.9684427380561829,0.8888888888888888
0.9114186763763428,0.8888888888888888
0.9020575881004333,1.0
0.8044326305389404,0.875
0.9424335956573486,0.9047619047619048
0.8166872262954712,0.7142857142857143
0.9500868320465088,0.8823529411764706
0.893042266368866,0.7647058823529411
0.9256736040115356,0.9375
0.8430798053741455,0.75
0.9521196484565735,1.0
0.9249289035797119,0.8947368421052632
0.9497703909873962,0.7777777777777778
0.8684830665588379,0.7777777777777778
0.9580026268959045,0.8823529411764706
0.895728349685669,0.8235294117647058
0.9610959887504578,0.9
0.8951992988586426,0.7
0.9702547788619995,0.9
0.963310718536377,0.8
0.9536499381065369,1.0
0.9543197751045227,0.9
0.958096981048584,0.9
0.9490808844566345,0.8
0.9016347527503967,0.9090909090909091
0.7905759215354919,0.8181818181818182
0.9650170207023621,0.9
0.9594124555587769,0.9
0.9318438172340393,0.8
0.9328128099441528,0.9
0.9558702111244202,0.7777777777777778
0.945499062538147,0.8888888888888888
0.9317333102226257,0.8888888888888888
0.8211808204650879,1.0
0.9561006426811218,0.9375
0.9105886220932007,0.875
0.9231489300727844,0.95
0.9017000794410706,0.8
0.945712685585022,0.9
0.9016100168228149,0.9
0.9449793696403503,0.875
0.7701543569564819,0.75
0.9601194262504578,1.0
0.9602673053741455,0.9
0.9494715929031372,0.875
0.8861221075057983,0.75
0.9259250164031982,0.9
0.9386781454086304,1.0
0.9533146619796753,0.8888888888888888
0.880220890045166,0.8888888888888888
0.9435907602310181,1.0
0.9112575650215149,0.8
0.9580492973327637,1.0
0.9371809363365173,1.0
0.9695371985435486,1.0
0.9556079506874084,0.8
0.9584662914276123,1.0
0.8923766613006592,0.875
