dice_score,anatomical_validity
0.9717438817024231,1.0
0.9647887349128723,1.0
0.9636403918266296,1.0
0.9097480177879333,1.0
0.9623275399208069,1.0
0.9521588087081909,1.0
0.9532734155654907,1.0
0.7184740304946899,1.0
0.92215895652771,1.0
0.8846298456192017,1.0
0.970098614692688,1.0
0.9590502381324768,1.0
0.9553880095481873,1.0
0.9411488175392151,1.0
0.9581156373023987,1.0
0.8758043646812439,1.0
0.9752334356307983,1.0
0.9548488855361938,1.0
0.9511438608169556,1.0
0.928928792476654,1.0
0.9137585163116455,1.0
0.9236288070678711,1.0
0.9495484828948975,0.9
0.9371682405471802,1.0
0.9749220013618469,1.0
0.9680585861206055,1.0
0.938508927822113,1.0
0.8745971918106079,0.9090909090909091
0.9657827019691467,1.0
0.9429157376289368,0.9
0.9418501257896423,1.0
0.9005154967308044,1.0
0.9738647937774658,1.0
0.9332841634750366,1.0
0.9628391265869141,1.0
0.9505183100700378,1.0
0.9680383801460266,1.0
0.9438934326171875,1.0
0.9633179903030396,1.0
0.9438477754592896,1.0
0.966997504234314,1.0
0.8271642923355103,1.0
0.9659349918365479,1.0
0.8785446882247925,1.0
0.8977880477905273,1.0
0.8568910360336304,1.0
0.961399257183075,1.0
0.8994542956352234,1.0
0.9635628461837769,1.0
0.9435301423072815,1.0
0.9300739765167236,0.9375
0.848799467086792,1.0
0.9577804803848267,1.0
0.9531012177467346,1.0
0.9553174376487732,1.0
0.8589507937431335,0.8888888888888888
0.9696701765060425,1.0
0.9486278891563416,0.9411764705882353
0.9696452021598816,1.0
0.9445410966873169,1.0
0.9737305641174316,1.0
0.9703738689422607,1.0
0.9714616537094116,1.0
0.9704301357269287,1.0
0.9470553398132324,1.0
0.9550805687904358,1.0
0.9547918438911438,1.0
0.8920604586601257,0.9090909090909091
0.9641029834747314,1.0
0.9561532735824585,1.0
0.9602367877960205,1.0
0.9475852847099304,0.9
0.9730921983718872,1.0
0.9459328055381775,1.0
0.9521305561065674,1.0
0.7995642423629761,1.0
0.9557947516441345,1.0
0.9307714104652405,1.0
0.9259427189826965,1.0
0.9012423157691956,0.95
0.9491278529167175,1.0
0.9177549481391907,1.0
0.9577515125274658,1.0
0.902454137802124,1.0
0.9680676460266113,1.0
0.9040345549583435,1.0
0.9635304808616638,1.0
0.8773863911628723,0.875
0.9450343251228333,1.0
0.9414575099945068,1.0
0.9668229818344116,1.0
0.8685284852981567,1.0
0.9541106820106506,0.9333333333333333
0.9075004458427429,1.0
0.9722995758056641,1.0
0.9395201802253723,1.0
0.9609048962593079,1.0
0.8743867874145508,1.0
0.9656938314437866,1.0
0.9258133769035339,1.0
