dice_score,anatomical_validity
0.9733755588531494,0.9
0.9662799835205078,0.9
0.9676989316940308,0.875
0.9240238070487976,0.875
0.9631981253623962,1.0
0.9482017755508423,0.7777777777777778
0.9643664360046387,0.8888888888888888
0.835182249546051,0.8888888888888888
0.9194106459617615,1.0
0.8648080825805664,0.8
0.9713441729545593,0.8888888888888888
0.9584575891494751,0.7777777777777778
0.9669604301452637,0.8888888888888888
0.9587957262992859,1.0
0.9607719779014587,0.9
0.9065523147583008,0.8
0.9770796298980713,0.875
0.9669390916824341,1.0
0.9419203400611877,0.8888888888888888
0.8890750408172607,1.0
0.938122570514679,0.8333333333333334
0.929190456867218,1.0
0.9624571800231934,0.9
0.9448663592338562,1.0
0.9783816337585449,0.9
0.9690691232681274,0.9
0.9422922730445862,0.9090909090909091
0.8129478693008423,0.8181818181818182
0.9673258066177368,0.9
0.9540800452232361,1.0
0.9629648327827454,0.9
0.9249860048294067,0.9
0.9776449203491211,1.0
0.9478029012680054,0.9
0.9624056816101074,1.0
0.9598393440246582,0.8888888888888888
0.9750992059707642,1.0
0.9483683109283447,0.8823529411764706
0.9675896167755127,0.8888888888888888
0.9606171250343323,0.8888888888888888
0.9724867343902588,1.0
0.9458535313606262,0.875
0.9713560938835144,1.0
0.9468008875846863,0.6666666666666666
0.8985452651977539,0.875
0.8475452065467834,1.0
0.9652271866798401,0.9047619047619048
0.9241951704025269,0.9523809523809523
0.9707310795783997,1.0
0.9025512337684631,0.8823529411764706
0.953884482383728,0.8125
0.8770934343338013,1.0
0.971770167350769,0.9473684210526315
0.9601937532424927,0.9473684210526315
0.9646759033203125,1.0
0.8527728319168091,0.8888888888888888
0.9732423424720764,0.8235294117647058
0.9454230070114136,0.9411764705882353
0.9744913578033447,0.9
0.9319771528244019,0.9
0.9798520803451538,0.9
0.9765354990959167,0.8
0.9715536832809448,0.9
0.9762945771217346,0.9
0.9550290703773499,1.0
0.9585621953010559,1.0
0.927659809589386,0.9090909090909091
0.8338167667388916,0.9090909090909091
0.9649452567100525,1.0
0.959736168384552,1.0
0.967328667640686,0.9
0.9608065485954285,0.9
0.9776600003242493,1.0
0.951562762260437,1.0
0.9530879855155945,0.8888888888888888
0.8099256157875061,1.0
0.9592796564102173,0.8125
0.9369763731956482,0.6875
0.942217230796814,0.8
0.9034987092018127,0.9
0.9725335836410522,0.9
0.9253144860267639,0.8
0.9595959782600403,0.75
0.8868092894554138,1.0
0.9740507006645203,0.9
0.9681093692779541,0.8
0.9693912267684937,0.875
0.9027551412582397,1.0
0.942043125629425,0.8
0.9429671168327332,0.8
0.9673965573310852,1.0
0.8391034603118896,0.8888888888888888
0.9633495211601257,1.0
0.9293212294578552,0.8666666666666667
0.9712863564491272,0.875
0.9467617869377136,0.75
0.9779125452041626,0.9
0.971573531627655,1.0
0.9735400080680847,1.0
0.9255065321922302,1.0
