dice_score,anatomical_validity
0.9723877906799316,1.0
0.9725865125656128,0.9
0.9521262645721436,1.0
0.9175492525100708,1.0
0.9603009223937988,1.0
0.9469885230064392,0.7777777777777778
0.9503666758537292,1.0
0.7070046067237854,0.8888888888888888
0.9141733050346375,1.0
0.7909311056137085,1.0
0.9518141150474548,1.0
0.9393710494041443,1.0
0.9529834389686584,1.0
0.9337833523750305,0.8888888888888888
0.9578580260276794,0.9
0.8515260219573975,1.0
0.9666237831115723,1.0
0.9338881969451904,0.875
0.9490815997123718,1.0
0.9050119519233704,1.0
0.9215273261070251,0.8333333333333334
0.9146879315376282,0.6666666666666666
0.9546588063240051,1.0
0.9361906051635742,1.0
0.968262791633606,1.0
0.9597876667976379,1.0
0.9228998422622681,1.0
0.8054429888725281,1.0
0.9545750617980957,1.0
0.9452199935913086,0.9
0.9474065899848938,1.0
0.9109134674072266,1.0
0.972191572189331,1.0
0.9259083271026611,0.9
0.9615393877029419,1.0
0.939361035823822,1.0
0.9618493318557739,0.9411764705882353
0.9298200607299805,0.8823529411764706
0.950838565826416,1.0
0.9413110613822937,1.0
0.9512671828269958,1.0
0.8222717046737671,1.0
0.9629892110824585,1.0
0.9291868805885315,1.0
0.903057336807251,1.0
0.8505691289901733,1.0
0.9394041895866394,0.9523809523809523
0.8535812497138977,0.8571428571428571
0.9550414085388184,1.0
0.88069748878479,1.0
0.9289101958274841,0.8125
0.9019420146942139,0.9375
0.9612870216369629,0.9473684210526315
0.9358680844306946,0.8947368421052632
0.9266276955604553,0.8888888888888888
0.832845151424408,1.0
0.9572436809539795,0.8235294117647058
0.9118561744689941,0.8823529411764706
0.9615971446037292,1.0
0.9426483511924744,0.9
0.9646499752998352,0.9
0.959852933883667,0.9
0.9516990780830383,1.0
0.9519082307815552,1.0
0.959205687046051,1.0
0.9593691825866699,1.0
0.9043832421302795,1.0
0.9063277244567871,0.9090909090909091
0.9646055698394775,1.0
0.9598287343978882,1.0
0.9546170234680176,1.0
0.9009493589401245,0.9
0.9652160406112671,0.8888888888888888
0.9399007558822632,1.0
0.9368489384651184,1.0
0.7391000986099243,0.7777777777777778
0.9275022745132446,0.9375
0.9271063208580017,1.0
0.9085599780082703,0.95
0.8713051676750183,0.8
0.9568248987197876,0.9
0.9017713069915771,0.9
0.9485307335853577,0.875
0.8927321434020996,0.875
0.9600806832313538,1.0
0.9567179679870605,1.0
0.9512499570846558,1.0
0.8897302150726318,0.875
0.9269867539405823,1.0
0.9304718375205994,1.0
0.9591186046600342,0.8888888888888888
0.876246452331543,0.8888888888888888
0.934523344039917,1.0
0.9029181003570557,0.8
0.9647583961486816,1.0
0.9433047771453857,1.0
0.9663013219833374,1.0
0.9592452049255371,0.9
0.9574642181396484,1.0
0.9365020394325256,1.0
